reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c081c51c-a28a-4a0b-b4f3-35ed203be146,Amalia Aryani,https://play-lh.googleusercontent.com/a/ACg8ocL4DrjzFQyoHV1VlcKtQUxSlyrNUrVroexQb0jvLM_7FJ06Nw=mo,respon buat mkanan bermasalah lmyan cpet sering2in ad diskin jg yya,5,0,5.14.2,2025-04-27 07:16:18,,,5.14.2
00a3f984-d2a9-40f4-b86b-39ba38d35a8a,yosephine isdiandari,https://play-lh.googleusercontent.com/a-/ALV-UjVYF_lCnrGgD8ri4o0ve48o3P2j_DRO3f8wmg-X_DEts3J-Qa3q,"barusan saya cek harga untuk GoRide, tiba-tiba order sudah jalan. mana ngga bisa dicancel. aplikasi sialan ngga gini caranya cari orderan. ngga bisa complain ke costumer service lagi. driver udah jalan juga. ini penipuan aplikasi bukan salah driver. saya ngga terima 😡😡😡.",1,0,5.17.1,2025-04-27 07:14:41,"Hai Kak Yosephine, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura",2025-04-27 07:31:57,5.17.1
e0325e48-66d9-46a5-a3e6-46bc9ac07df0,Fian Devina,https://play-lh.googleusercontent.com/a-/ALV-UjX1YVf1Vg-KQyt-pTm_fZjb-GLBNuzreZDwEFXnMQzUhGClmov0,ok,5,0,,2025-04-27 06:47:19,,,
30257ade-ae51-4f22-a2e3-34a687090532,selikur,https://play-lh.googleusercontent.com/a/ACg8ocLVlDu1FWx11Dwv1U9ojMqhJRB9Dlmj7AfqUYIo2NMbuCHQjA=mo,sangat berguna,5,0,,2025-04-27 06:44:09,,,
00556e75-c42a-4c7d-b0d4-e49261d7787f,Insan Harapan Harahap,https://play-lh.googleusercontent.com/a-/ALV-UjWq82hywXEWfhtZHCPVmizruwDqGI7mGXYITZ64svzF9js1Lk4c,sangat membantu,5,0,5.17.1,2025-04-27 06:41:53,,,5.17.1
9b0abc5a-6d27-4a86-9116-b2b5a3722147,Lacak Posisi,https://play-lh.googleusercontent.com/a-/ALV-UjXXfYkgwTqMJ4__TPZ1hSajcKBbbwDi293LreqienE5-54Tpno,terimakasih,5,0,5.13.1,2025-04-27 06:34:32,,,5.13.1
8f3d0b05-6a42-4f1d-bd44-889926b139b7,Fitry Adli,https://play-lh.googleusercontent.com/a/ACg8ocKXI2FzrVzB_3rjQabfrECSe0VvAzsVF62A1W_mnt-uwUe9yw=mo,"drivernya gamau nerima belanjaan barang padahal tidak ada pemotongan ongkir sama sekali, kemudian di go mart tidak ada konfirmasi bahwa barang tidak tersedia padahal platform barang masih ada, kemudian di batalkan tanpa pemberitahuan lebih",1,0,,2025-04-27 06:26:14,"Hai Kak Fitry, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-04-27 06:56:04,
70571259-2748-4d81-8ff0-be4a65a6e014,Briandalan69,https://play-lh.googleusercontent.com/a/ACg8ocL6IdVlTSWE3GEesnMNgttMgNVbWKx4MYaFM3aJhwR4I73xUQ=mo,"tidak ada live chat agent yang siap membantu, sangat sulit jika terjadi kendala karena kurang responsif",1,0,4.69.3,2025-04-27 06:26:11,"Hai Kak @Briandalan69, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-117-0636-13631 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-04-27 06:36:19,4.69.3
18f9798f-22b1-40a1-a1ca-b09ff495879b,Iwan Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjXC-d7wshGvuAMo9EYiVDjJKrr-h-JFxBjlAUfImbYXjumrffe-,memudahkan segala hal,5,0,,2025-04-27 06:26:01,,,
9bb31c6a-8144-4115-9ef3-555190c2b070,Tri Ummu Salma,https://play-lh.googleusercontent.com/a-/ALV-UjW3EkHfmjI2xj2MhsIgH31rxz-A3Mt-_JmHZ4rLdjMd3auVr6M,sy minta maaf mw tanya bingung kmna..skrg kok stiap psen gofood slalu dimintai uang parkir.. sbnrnya sih mngkn tip ya.. masalahnya sy klo GK ditempat yg dituju mw kasi tip tp nominal GK bsa tentukn sndri..tipnya SDH dibuat minimal 5rb.. Tolong diperbaiki..krna sehari kasi tip 5rb dikali 10x psen udh brpa? sdgkn dr aplikasi aja harga SDH dinaikin drpd harga beli klo DTG.. sbnrnya pembeli SDH memberikan kontribusi dr situ jg kan.. mhn maaf klo tlalu jujur .. smga diperbaiki,3,0,5.17.1,2025-04-27 06:25:24,"Hai Kak Tri, mohon maaf atas ketidaknyamanannya. Jika kamu yakin bahwa driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Maura",2025-04-27 06:34:00,5.17.1
0140dba9-0d97-432d-a176-4282d4b1bbe7,tiara putri irawan,https://play-lh.googleusercontent.com/a/ACg8ocKgXXL2DOHZnAFDQ_jai9Dz-Q95XrLNDK9wCOkW1sltQXcrZg=mo,"untuk gofood bisa ga ya ada fitur chat resto yg selalu aktif, ga nunggu resto yg chat duluan? supaya kalau ada kelupaan menulis catatan bisa chat resto lgsg.. soalnya kadang abis pesen suka kelupaan nulis notes",4,0,5.17.1,2025-04-27 06:22:42,,,5.17.1
1c9ff3e5-0fdd-4e02-bc55-84295e038c9d,#padil Smd (PADIL),https://play-lh.googleusercontent.com/a-/ALV-UjX2VzLmWp_VHwvHa0S-BoNTsBXiGvphW4AxwAV9bsH9fyRKhZY,suka,5,0,,2025-04-27 06:19:00,,,
201256d2-66b7-4c14-81cf-fb698184ad58,Rizal Zubir jambak,https://play-lh.googleusercontent.com/a-/ALV-UjVEIUmk3UXu-t9P_X5TB38spK2bwLAsk4ZmpPq5mFZIyajuqj9i,sangat recommended,5,0,5.18.2,2025-04-27 06:13:34,,,5.18.2
a2399be2-343c-4a4f-a13e-99da643a1ff4,Ust Doni official,https://play-lh.googleusercontent.com/a-/ALV-UjXoyb66_wPDww0WAiiR1UVWL8w4LNErE2dtTbxDenFjh2zBpcE,ok,5,0,,2025-04-27 06:13:14,,,
d219e8f8-0e55-49de-a999-769e388e73dd,nurulamanatillah Sambo,https://play-lh.googleusercontent.com/a/ACg8ocIAEb5N_3Z7tUQWYXnoKfaqg5huXd3Z4TPsVsLAxXDcRgFS6g=mo,keren,5,0,5.18.2,2025-04-27 06:13:04,,,5.18.2
896b2c40-aa8d-4b66-a888-87ce5d881b13,Sri Misdiati,https://play-lh.googleusercontent.com/a/ACg8ocImC-DfX_8XUqy98dbfjT453_6hPCnAP1ts09JDysHjZ3m22Q=mo,saya baru daftar belum pernah pesan,5,0,5.17.1,2025-04-27 06:06:10,,,5.17.1
6698d1a6-4c6d-46fe-a86a-6275074fc0c2,Ita Aji,https://play-lh.googleusercontent.com/a/ACg8ocIeWG7iwusZO1RnripxRqbAEb_80uAYDGEfRtfbDcbKwsC-BA=mo,suka sekali pakai aplikasi ini,5,0,5.17.1,2025-04-27 06:01:49,,,5.17.1
7a78f8b5-f93f-424a-941a-4edd80ec0316,Budi Nugroho,https://play-lh.googleusercontent.com/a-/ALV-UjUZIn9qPCJUw_P8wT0NmKJgEg0MdMSyp1PKoaA3kx4Sq3Wsp08-wg,barokallaahu,5,0,5.17.1,2025-04-27 05:58:52,,,5.17.1
1e8d2abc-b911-4257-bf8e-c4148bb7d267,Iva Anggriana,https://play-lh.googleusercontent.com/a/ACg8ocK_wM0ZAXyu_Kr5uc5N6Dg9P7Y2iS2ANXd0C_LqRXGvvjrTVQ=mo,banyak promo,4,0,5.17.1,2025-04-27 05:53:18,,,5.17.1
8484c905-b1f2-4d3a-bdbd-4a58485843cc,dinda gracella,https://play-lh.googleusercontent.com/a-/ALV-UjX-VCx6y6HQkSMtLj_o2H9r_7P4ToTDr8-HRNDNoBxb1Ug9cuuL,ok bangettt,5,0,5.16.3,2025-04-27 05:52:52,,,5.16.3
e505995a-468a-4194-9186-6f67ae0f87de,Yatin Tin,https://play-lh.googleusercontent.com/a/ACg8ocJUaLaaXSAd-nPkuXEQ_ygqeYJ4NYVw39MdS4R6i2UwrFG05A=mo,carii driver sudah nyambung tapiii driverr tidak bergerakk,3,0,5.17.1,2025-04-27 05:50:49,"Mohon maaf, Kak Yatin. Laporan yang disampaikan akan menjadi masukan untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, kami sarankan untuk menghubungi driver dengan cara klik ‘Chat driver’ pada fitur ‘Pantau transaksimu’. Jika memiliki pertanyaan lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek. ^Maura",2025-04-27 06:10:17,5.17.1
8fd2dddb-1c70-44c0-a229-de040c25e2b0,Milat official,https://play-lh.googleusercontent.com/a/ACg8ocICyFW93L7ldj2z2LZueFVJWvxbDapk8Bivvr0BIFdw0lir9Q=mo,good,5,0,5.18.2,2025-04-27 05:50:12,,,5.18.2
08a8199d-a067-4bcf-977a-c7852bc30387,Alexander Panggabean,https://play-lh.googleusercontent.com/a-/ALV-UjWTbvmGZMEllz3-11xeJh-Wq1A7GR70Z5ZJQLA35XcHQxUZYI-n,peluang kesempatan yg baik bagi masyarakat Indonesia.,5,0,5.17.1,2025-04-27 05:45:22,,,5.17.1
20da3f4e-dd49-40ed-a8c8-5fd4e75ab705,Seno Sonia,https://play-lh.googleusercontent.com/a/ACg8ocKOBHcLPMDE7VtIztR1FLWIRKZJPB6sQXle7kbPYK8sYz8k=mo,ok,5,0,,2025-04-27 05:41:19,,,
64843598-1584-4e38-9a51-cabddc5d1a32,Ariani Pepy,https://play-lh.googleusercontent.com/a/ACg8ocKzkB5Fv-gQLf5aiu4PWpBimome9-k75GiN222t60It-Ep8=mo,mantap,5,0,,2025-04-27 05:36:50,,,
b25570bb-dbc8-49c2-9da7-f3fdc066d121,Rintik Hujan,https://play-lh.googleusercontent.com/a/ACg8ocKkmqArzjuWo53cAlnQ0akzvXorj8VBWT_estgQeFm3jkbqWKc=mo,oke,5,0,5.17.1,2025-04-27 05:33:07,,,5.17.1
b3130b63-b65e-4434-99e1-faf13364f3c2,Dev Suka sepur,https://play-lh.googleusercontent.com/a/ACg8ocI4FGq54fcnBsoVme0deXZIKOEnboZBz1ClRyZVBfbs84I=mo,driver gojeknya pada ada yg gk sopan udh di lebihkan masih minta uang parkir,2,0,,2025-04-27 05:26:04,"Hai Kak @Dev Suka sepur, mohon maaf atas ketidaknyamanannya. Jika kamu yakin bahwa driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Maura",2025-04-27 05:48:16,
b8135a92-9fe1-4675-a4c8-f1406ba05e0d,Yong Second,https://play-lh.googleusercontent.com/a-/ALV-UjX_DSgK1m2JfOaD4apRhJ_nI3YJ07OqdXgrg8nUcB7L1ORmm7Q,"Woii penumpang masa gabisa lihat rating sendiri bjir, mana gw pake gopay berjuta2 males pake apk ini, mending grab atau ga Indrive",1,0,,2025-04-27 05:25:15,"Hai Kak @Yong Second, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-04-27 05:45:23,
dba3a9e5-1fbc-4335-8ba5-855bd7eaacab,Junk Wie,https://play-lh.googleusercontent.com/a-/ALV-UjXc0YdItK5PuRrYLHYy5fvFPFf8HNmJT6vWphpDM4VFrzhnX48,ok,5,0,,2025-04-27 05:14:36,,,
a16388f7-2c45-4980-be48-0f133e038987,Wildan Osis,https://play-lh.googleusercontent.com/a-/ALV-UjVSkuZ1QngrI7Za5I8fMMazxfM8Hw4t4cq-YBS87vHweMXvBfQ,gofood kikir ajg,1,0,5.18.2,2025-04-27 05:13:00,"Mohon maaf atas ketidaknyamanannya, Kak Wildan. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Maura",2025-04-27 05:31:33,5.18.2
825f79bc-741e-4866-a8db-ff050d5d1553,Gabriella devina ayu Wulandari,https://play-lh.googleusercontent.com/a/ACg8ocKU66JkmlbzqvdR7hUKUuKzcz08XJKVb-7lMhpqjjlQ4kqoVg=mo,kadang mahal kadang lama dapat nya,4,0,5.17.1,2025-04-27 04:54:57,,,5.17.1
1225d209-0bbf-4485-b6f0-c2d87d2fe3e6,Herman Sunardi,https://play-lh.googleusercontent.com/a/ACg8ocL3ejhQmHTSm_seJvirAIw1dl_VjmPIvjh9zwQSETjJUBkGKA=mo,makanan di gofood banyak yg ga qualified bahkan meski dari rest ternama,3,0,5.15.1,2025-04-27 04:48:36,"Hai Kak Herman, mohon maaf atas ketidaknyamanan yang kamu alami karena pesanan yang diterima dalam kondisi mengecewakan. Mohon laporkan hal ini kepada kami melalui halaman Bantuan di aplikasi Gojek > ketik ""Kualitas makanan kurang baik"" pada kolom pencarian > pilih artikel dan klik tombol yang tersedia di bawah ""Masih memerlukan bantuan?"". ^Maura",2025-04-27 05:16:00,5.15.1
bdd33ee9-8d24-47ef-8743-7e858e443e7f,Gilang Wijanarko,https://play-lh.googleusercontent.com/a-/ALV-UjXwIlblgIQg10GwSwI3QADhMNtbJ5cZmgtvdx_Nv2s50ki2gWPL,driver selalu minta tambahan pembayaran untuk layanan gofood di luar biaya aplikasi. Selalu siapin extra Rp.5.000 buat ambil makanan. Jadi mahal kalo ditotal.,1,0,5.17.1,2025-04-27 04:44:24,"Hai Kak Gilang, mohon maaf atas ketidaknyamanannya. Jika kamu yakin bahwa driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Maura",2025-04-27 05:02:44,5.17.1
21683170-a316-4216-bbc6-80def8e79255,shuyadnoe10 shuyadnoe10,https://play-lh.googleusercontent.com/a/ACg8ocJuOnDlgiJjJ9j2MwarR8h5G0Qz0vW7B0kz_eX8p5jh071Iig=mo,keren,5,0,5.17.1,2025-04-27 04:42:19,,,5.17.1
bfa3f544-6d45-46ef-95e2-6e7a3e406a8e,waryo baso,https://play-lh.googleusercontent.com/a-/ALV-UjWhZGQqJ5AxgW4gjSCoMtIKDOshu19S09qsz_K2gHXBOaKZbvg7,👍,5,0,5.17.1,2025-04-27 04:36:28,,,5.17.1
e4a22310-429b-422e-87a0-5ca65b06ad30,Maldonado Amelia,https://play-lh.googleusercontent.com/a/ACg8ocIu9GaLkftz2LtqcHpa_Q4JHvNllC7UZaiKk0S-MUbcT6mABQ=mo,kgk pernah nunggak tapi semua di bekukan. aneh .....di mana kesalahanya,2,0,5.17.1,2025-04-27 04:14:26,"Hai Kak Maldonado, mohon maaf atas kendala yang kamu alami, jika yang kamu maksud terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-117-0438-26119 di subjek email, ya. ^Maura",2025-04-27 04:38:40,5.17.1
3be73ac4-e9c2-48fd-baad-a6fec24db0bd,Aisyah Rizky,https://play-lh.googleusercontent.com/a/ACg8ocIqmh10155O-LGuUhzJelcwj38hLTXx0kTYUbKE2BonRT8zCQ=mo,lumayan,4,0,,2025-04-27 04:13:13,,,
bf499880-b56c-4fe9-a5e6-7606d6462a5c,Deko Albar,https://play-lh.googleusercontent.com/a-/ALV-UjWwpeOgUUGOGw4BDwgSF4JZZVRlr_57mF7x_4Lm-b8-4LktbV-R,aplikasinya bagus,5,0,5.17.1,2025-04-27 04:10:38,,,5.17.1
239dfb40-268f-43d1-b182-322b9c98ba67,Celly Magdalena,https://play-lh.googleusercontent.com/a-/ALV-UjWXgufi2qJv-PxoY5rAhszSIwFcXzrgqKZz3Sz4wfAxOiJ7LFwzoQ,Baik,5,0,5.17.1,2025-04-27 04:02:52,,,5.17.1
f62e9eba-3f22-4b73-969c-b85fdd5c4108,Papah Mamah,https://play-lh.googleusercontent.com/a/ACg8ocKAcgJ1TX8Hcm0q7X3eXvONLv0JBYhGusaRyLTC0gGlyKcSpw=mo,ok,5,0,,2025-04-27 04:02:12,,,
c4c1f28e-f858-470a-b0f8-9ed4877bf802,Yudhi Soetrisno Garno,https://play-lh.googleusercontent.com/a-/ALV-UjUYP5Yr4OSeFDsUNrY1Sm1C8HM9qnU99wZkEdfrQ6YT2tYMn4_d,"murah, cepat dateng, tepat waktu",5,0,,2025-04-27 03:56:03,,,
9686a275-e375-4a3f-bfba-442c078378eb,loveniaputri mandalika,https://play-lh.googleusercontent.com/a/ACg8ocLIYaJBDu4gVUUOWyyP5yM4sc4Kb96Pi8aoDcLKFhQicVS9rQ=mo,"baru bikin akun langsung masukkan sandi si, kan baru daftar, tolong dong kak, itu kenap?",2,0,5.17.1,2025-04-27 03:51:33,"Hai Kak Loveniaputri, keamanan akunmu adalah prioritas kami. Fitur PIN berfungsi agar transaksi-mu jadi lebih aman. Kamu bisa membuat PIN langsung pada saat masuk atau daftar akun Gojek dan saat melakukan transaksi. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-04-27 04:18:44,5.17.1
44447a31-e3a6-4ca9-9630-e95093af2cf0,Rosmada SMAN 42 Jakarta,https://play-lh.googleusercontent.com/a-/ALV-UjWVvFAT0nWSOpqFrbn4g29IGzIMQEI5pOmGJEmFAaB25tEKlvFcpw,iklan berlebihan di hp s JD MLS pakai aplikasi gojeg,1,0,5.16.3,2025-04-27 03:45:33,"Hai Kak Rosmada, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-04-27 04:09:11,5.16.3
4e8f9f7f-e9f9-4be1-872c-fd83afe18ef1,trida official,https://play-lh.googleusercontent.com/a/ACg8ocIbLTFieOKy3j3Hqfry-U-BWhVYCTA5HkdN7viuuanI1eAapw=mo,mantap sekali,5,0,5.18.1,2025-04-27 03:41:03,,,5.18.1
104e046c-1fc9-4e63-a102-476a3bff4bae,Mommy Christin77]deg 777[,https://play-lh.googleusercontent.com/a/ACg8ocKsNp5VBpDxsCZ5EO7sBS6EsLtXNZcdgvEce4CwWSdpVta6AQ=mo,murah,1,0,5.17.1,2025-04-27 03:37:25,,,5.17.1
de05adc7-7b06-44fe-a908-5537ff4dcebd,Liliek Chrystina,https://play-lh.googleusercontent.com/a/ACg8ocJShvlCHQ0swX65ZHsYkMNOHFYPZTMcJp5NuQ3ziTDpdipkOg=mo,pelayanan okay,5,0,5.17.1,2025-04-27 03:36:43,,,5.17.1
cb41067c-b980-47b1-ac2e-907cd1430f73,Hauzzan Nawwar,https://play-lh.googleusercontent.com/a-/ALV-UjX4RHmFJ4zLnWVCH8EplOGzlUiLXwHBdq6qIkfYUJMbbnfqR6s,huh parah² ongkir nya ga ngotak mahal mahal 10x lipat padahal daerah Jabodetabek tapi ongkirnya melebihi harga barang mahall,1,0,,2025-04-27 03:36:27,"Mohon maaf atas ketidaknyamanannya, Kak Hauzzan. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-04-27 04:08:05,
6af696b1-4c93-4b63-9093-e3a2d9876d38,Muhamad Abdulhaq,https://play-lh.googleusercontent.com/a/ACg8ocKo8tz3ZEKd9NvqxKUNJ4mZr20l93slX461QCadWrPLOluCdA=mo,Lumayan.. Tarif jgn terlalu mahal lah.. gak mungkin juga kita gak kasih tips buat abangnya,5,0,5.17.1,2025-04-27 03:33:37,,,5.17.1
23d2978d-eba6-47a1-8535-2bb4bf17a834,Olis Cuplis,https://play-lh.googleusercontent.com/a/ACg8ocI6Il-fR6owLGkXtYRZ34MsVY5fec93ut82FU6jIWZIkBS-ZA=mo,sangat membantu.. karna rumah diwilayahku tidak ada kendaraan umum.,4,0,5.17.1,2025-04-27 03:16:55,,,5.17.1
2c758f8c-517f-476c-a6f2-495ac33b902e,Andin Putri Azzahra,https://play-lh.googleusercontent.com/a-/ALV-UjVdvJ5brxYjbkd2BbkgFIqXZfhyJwRcT5HW0R7qi1Yyxr8or-I,"muter mulu rute nya anj, ngebuat biaya makin mahal padahal jaraknya deket ck ck ck",1,0,5.18.2,2025-04-27 03:14:28,"Hai, Kak Andin. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maura",2025-04-27 03:43:31,5.18.2
5004c3d9-577b-4657-a30a-cfd33cc76a3f,Andi Saputra,https://play-lh.googleusercontent.com/a/ACg8ocI6dX5M4yM7MdaoE0lMxMbGRAXptQSEiv3x71lyAxxPkIPfsg=mo,jos gandoss,5,0,5.17.1,2025-04-27 03:12:10,,,5.17.1
867bd0fe-6336-4bf0-a0ab-94b4750eedba,inong tries,https://play-lh.googleusercontent.com/a/ACg8ocL3luBc62hGeh8iMO8Ig5m9sQVtpvxsJ6579026E4nmGW8d=mo,layanan nya bagus banget,5,0,,2025-04-27 03:07:20,"Hai Kak Inong, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa
",2025-04-26 07:03:32,
